aX,aY,aZ,gX,gY,gZ
-0.229,-0.382,0.883,-67.566,-143.860,54.443
-0.139,-0.265,1.167,-49.927,-139.465,34.485
-0.109,-0.385,1.189,-38.635,-131.836,13.916
-0.103,-0.522,1.233,-32.104,-114.746,-10.437
-0.117,-0.623,1.290,-36.865,-100.769,-13.855
-0.172,-0.766,1.190,-43.762,-84.961,-13.428
-0.201,-0.719,1.138,-47.058,-72.510,-10.559
-0.222,-0.622,1.143,-39.490,-57.556,-13.428
-0.245,-0.701,1.143,-32.104,-51.575,-20.935
-0.268,-0.848,1.138,-25.085,-46.326,-26.367
-0.300,-0.923,1.146,-17.334,-32.654,-23.010
-0.329,-0.964,1.115,-16.602,-23.315,-19.409
-0.390,-1.169,0.962,-15.137,-17.151,-14.343
-0.412,-1.237,1.006,-10.498,-15.320,-6.042
-0.421,-1.301,1.123,-2.380,-7.324,14.893
-0.425,-1.472,1.271,-3.906,4.333,26.917
-0.432,-1.546,1.210,-6.653,19.226,40.100
-0.444,-1.648,1.062,-5.615,42.908,69.092
-0.459,-1.751,0.918,0.122,46.509,88.257
-0.474,-1.578,0.921,8.118,48.584,109.314
-0.446,-1.347,0.973,14.099,54.871,126.526
-0.399,-1.182,0.917,7.568,79.468,140.686
-0.301,-0.974,0.557,-0.793,88.196,144.043
-0.234,-0.832,0.400,-5.981,91.125,146.729
-0.154,-0.710,0.316,-10.193,79.834,141.785
-0.083,-0.628,0.327,-11.597,71.289,135.437
0.023,-0.511,0.370,-14.587,66.162,128.845
0.064,-0.421,0.327,-18.494,63.538,121.948
0.115,-0.339,0.270,-19.043,56.702,101.318
0.218,-0.335,0.212,-16.357,49.561,88.623
0.248,-0.358,0.313,-12.634,40.405,77.332
0.264,-0.342,0.451,-14.954,34.973,60.425
0.267,-0.329,0.496,-23.926,40.527,52.551
0.261,-0.421,0.220,-30.518,43.579,45.898
0.269,-0.439,0.151,-30.579,38.391,41.260
0.278,-0.420,0.235,-20.264,16.602,31.738
0.285,-0.455,0.428,-17.456,11.658,24.719
0.278,-0.515,0.436,-17.273,10.193,18.127
0.264,-0.568,0.468,-15.930,6.348,11.414
0.250,-0.598,0.570,-14.832,7.507,10.437
0.243,-0.666,0.666,-16.052,13.367,9.888
0.239,-0.701,0.584,-19.348,20.325,10.376
0.234,-0.697,0.480,-19.897,22.827,13.794
0.232,-0.615,0.429,-14.709,17.700,13.184
0.229,-0.601,0.444,-8.484,11.780,10.010
0.230,-0.612,0.456,2.808,2.441,1.160
0.235,-0.677,0.508,4.333,-0.122,-1.099
0.236,-0.832,0.641,0.610,1.343,0.977
0.243,-0.821,0.642,-6.531,6.165,6.409
0.252,-0.776,0.623,-19.653,15.076,16.052
0.272,-0.639,0.544,-22.766,16.846,17.334
0.290,-0.586,0.506,-23.315,16.785,15.381
0.307,-0.609,0.480,-20.386,11.719,5.859
0.321,-0.671,0.500,-19.226,8.789,4.150
-0.528,2.240,1.179,25.208,40.771,-17.151
-0.541,2.297,1.091,47.302,58.289,-39.673
-0.452,2.027,0.937,100.037,82.092,-88.501
-0.105,0.829,0.662,122.986,86.609,-99.915
0.119,0.244,0.369,139.404,92.590,-100.525
0.408,-0.316,-0.132,119.263,84.534,-108.643
0.774,-1.069,-0.715,68.176,44.556,-120.361
1.415,-3.285,-1.102,-11.414,-23.865,-107.788
1.264,-3.632,-0.386,-93.201,-100.830,-43.335
0.851,-3.089,0.251,-151.062,-133.240,174.499
-0.129,-0.393,0.011,-133.850,-110.657,261.536
-0.678,1.303,-0.090,-98.755,-102.661,304.565
-1.152,2.598,0.245,-43.945,-127.686,236.633
-1.408,3.071,0.953,-40.283,-124.084,160.889
-1.342,2.525,1.911,-32.410,-91.125,96.252
-1.204,2.230,1.943,-13.428,-41.077,52.734
-1.059,2.087,1.761,31.250,56.213,3.174
-0.647,1.892,0.935,45.532,85.999,-20.691
-0.391,1.534,0.595,50.964,94.849,-47.302
-0.162,1.021,0.463,47.363,68.970,-71.960
0.016,0.551,0.468,50.110,56.763,-59.509
0.210,0.349,0.355,48.462,48.767,-39.734
0.239,0.472,0.259,32.776,38.147,-25.391
0.237,0.527,0.246,-25.635,2.136,-25.024
0.152,0.450,0.437,-47.424,-13.733,-25.269
0.075,0.515,0.476,-54.260,-22.644,-18.616
-0.018,0.686,0.463,-48.035,-32.227,-2.075
-0.115,0.860,0.471,-48.950,-37.659,-1.404
-0.271,1.063,0.555,-50.171,-40.283,-4.517
-0.326,1.152,0.566,-45.776,-38.757,-9.094
-0.363,1.248,0.531,-30.823,-30.884,-23.560
-0.370,1.369,0.377,-27.100,-29.968,-34.851
-0.361,1.376,0.344,-21.179,-31.372,-46.326
-0.355,1.398,0.320,12.878,-30.579,-62.317
-0.342,1.426,0.269,36.804,-28.748,-69.763
-0.229,1.338,0.122,55.908,-29.785,-79.895
-0.140,1.122,0.151,64.636,-36.011,-92.346
-0.065,0.862,0.277,60.913,-50.537,-106.201
0.012,0.603,0.381,59.021,-51.025,-104.614
0.024,0.540,0.354,59.448,-51.636,-101.685
0.019,0.447,0.387,64.575,-63.538,-92.773
0.000,0.331,0.509,64.697,-69.763,-84.229
-0.072,0.202,0.863,61.401,-71.655,-73.914
-0.109,0.213,0.972,54.871,-68.909,-64.758
-0.139,0.227,1.036,38.452,-58.350,-53.650
-0.174,0.209,1.129,34.363,-52.246,-48.340
-0.185,0.254,1.146,33.997,-44.983,-41.809
-0.184,0.322,1.132,33.447,-31.250,-35.095
-0.173,0.371,1.124,26.611,-27.039,-36.194
-0.134,0.359,1.132,16.602,-23.010,-38.086
-0.099,0.308,1.133,7.874,-18.127,-38.635
-0.060,0.273,1.111,2.502,-4.639,-31.189
0.013,0.289,0.982,4.639,1.343,-25.330
0.036,0.321,0.957,6.409,4.700,-19.836
0.046,0.370,0.931,7.324,9.399,-10.437
0.046,0.424,0.904,5.798,10.620,-8.057
0.033,0.483,0.917,1.831,11.963,-7.202
0.038,0.511,0.872,-3.540,14.893,-7.263
0.060,0.532,0.786,-10.681,18.372,-10.010
0.127,0.500,0.627,-10.193,15.686,-10.559
0.142,0.475,0.630,-8.545,10.376,-7.996
0.135,0.475,0.667,-4.395,3.662,4.395
0.118,0.513,0.672,-4.700,3.418,9.094
0.096,0.587,0.574,-7.812,1.953,9.705
0.097,0.584,0.539,-13.794,-1.770,6.897
