Motion detected, recording started...
aX, aY, aZ, gX, gY, gZ
Recording complete. Printing data...
aX,aY,aZ,gX,gY,gZ
-0.677,0.867,-0.436,-173.523,79.651,64.270
-0.663,0.738,-0.291,-174.622,65.674,34.119
-0.666,0.615,-0.159,-185.608,65.674,7.019
-0.693,0.526,-0.051,-197.876,78.125,4.883
-0.797,0.434,0.051,-207.031,97.168,4.578
-0.859,0.424,0.046,-214.600,120.422,5.737
-0.933,0.466,-0.002,-215.515,178.894,19.592
-1.067,0.704,-0.250,-198.730,209.595,27.832
-1.123,0.846,-0.407,-166.687,234.558,28.931
-1.186,0.979,-0.547,-129.517,243.713,-0.122
-1.230,1.152,-0.622,-144.958,223.755,-34.668
-1.224,1.216,-0.612,-131.775,199.463,-95.337
-1.182,1.015,-0.614,-109.253,174.927,-163.696
-1.143,0.797,-0.605,-109.070,120.422,-228.760
-1.040,0.609,-0.481,-125.061,95.642,-222.900
-1.008,0.603,-0.427,-136.658,79.285,-210.876
-0.933,0.581,-0.447,-110.840,69.946,-201.416
-0.923,0.510,-0.525,-108.765,54.932,-194.153
-0.945,0.390,-0.544,-137.817,23.193,-173.218
-0.876,0.429,-0.487,-179.626,-9.521,-143.250
-0.860,0.517,-0.452,-232.422,-39.673,-99.121
-0.847,0.689,-0.510,-231.018,-41.260,-96.558
-0.742,0.730,-0.519,-201.477,-36.499,-107.971
-0.773,0.705,-0.514,-52.002,3.418,-148.865
-0.879,0.619,-0.544,5.188,23.376,-162.598
-1.033,0.401,-0.672,25.391,28.687,-163.879
-1.167,0.352,-0.704,11.902,18.738,-151.917
-1.058,0.390,-0.773,-5.920,15.625,-121.582
-0.219,0.535,-1.099,10.254,19.897,-111.450
-0.393,0.517,-1.147,18.555,-1.526,-104.675
-0.642,0.455,-1.099,14.099,-81.116,-99.426
-0.752,0.370,-1.016,9.155,-112.366,-92.896
-0.756,0.223,-0.866,5.005,-136.597,-74.341
-0.654,0.225,-0.810,4.272,-155.762,-43.945
-0.557,0.280,-0.751,8.911,-184.998,24.353
-0.544,0.496,-0.549,-1.831,-199.158,50.781
-0.551,0.598,-0.424,-20.264,-209.900,66.223
-0.529,0.652,-0.314,-23.987,-207.581,63.782
-0.499,0.656,-0.229,-8.728,-195.007,58.594
-0.461,0.666,-0.129,11.475,-175.232,59.814
-0.436,0.731,-0.128,39.185,-149.475,67.017
-0.411,0.836,-0.157,91.187,-97.534,81.299
-0.445,1.055,-0.242,102.478,-77.515,78.979
-0.488,1.102,-0.290,108.826,-61.157,66.345
-0.536,1.071,-0.336,118.591,-44.556,24.231
-0.550,0.989,-0.365,112.305,-49.255,13.611
-0.413,0.926,-0.322,94.849,-60.486,16.663
-0.435,0.996,-0.259,73.608,-72.510,28.076
-0.513,1.086,-0.187,61.829,-78.125,34.790
-0.448,1.150,-0.146,77.881,-66.895,20.020
-0.373,1.095,-0.233,103.455,-50.049,-0.488
-0.362,0.992,-0.370,152.893,-33.386,-29.663
-0.425,0.764,-0.624,156.616,-46.936,-31.494
-0.488,0.713,-0.693,141.541,-75.439,-24.780
-0.536,0.708,-0.700,113.831,-116.455,-12.756
-0.491,0.743,-0.624,58.228,-216.431,16.846
-0.267,1.053,-0.191,31.677,-257.263,32.532
-0.370,1.221,0.168,-1.099,-278.198,37.415
-0.401,1.309,0.465,-15.015,-214.172,-7.446
-0.142,1.189,0.255,44.067,-139.832,-44.922
-0.032,1.008,-0.214,119.812,-72.571,-76.416
-0.027,0.809,-0.724,141.968,-57.007,-94.971
-0.120,0.619,-1.074,61.462,-119.019,-82.397
-0.331,0.350,-0.978,-35.950,-202.820,-57.068
-0.405,0.340,-0.652,-102.356,-280.762,-22.034
-0.413,0.387,-0.350,-102.722,-356.323,42.114
-0.271,0.360,-0.158,-104.309,-364.685,65.002
-0.246,0.315,-0.061,-134.460,-375.549,92.468
-0.255,0.319,0.140,-178.223,-383.850,158.325
-0.236,0.339,0.353,-158.813,-354.492,177.979
-0.156,0.179,0.494,-132.385,-308.472,188.171
-0.224,0.032,0.461,-111.816,-262.817,200.256
-0.373,-0.060,0.439,-69.946,-205.261,261.536
-0.722,0.159,0.494,-47.485,-185.425,306.091
-0.868,0.452,0.545,-27.710,-164.368,347.351
-0.971,0.791,0.556,6.836,-114.624,392.639
-0.999,1.152,0.511,5.920,-92.163,394.226
-0.943,1.865,0.392,-5.005,-71.899,375.977
-0.852,2.030,0.324,-7.263,-49.133,326.965
-0.726,1.936,0.238,-12.451,-8.423,160.522
-0.621,1.149,0.149,-26.123,6.104,88.074
-0.646,0.771,0.112,-14.648,25.879,48.828
-0.679,0.582,0.031,56.885,69.946,68.848
-0.715,0.599,-0.054,59.998,73.608,104.248
-0.809,1.027,0.112,33.203,65.002,134.888
-0.841,1.259,0.406,-4.944,56.458,145.752
-0.841,1.393,0.756,-62.134,77.515,89.783
-0.888,1.223,1.291,-94.116,115.295,39.185
-1.030,1.012,1.380,-131.409,169.189,-5.371
-1.265,0.851,1.307,-150.879,312.622,-38.696
-1.468,0.846,1.014,-119.812,387.695,-31.250
-1.662,1.140,0.102,-111.511,438.110,-25.452
-1.709,1.203,-0.270,-145.752,454.224,-36.438
-1.711,1.135,-0.569,-218.140,418.701,-105.041
-1.523,0.773,-0.941,-217.651,379.272,-136.902
-1.332,0.589,-0.968,-210.266,329.346,-155.151
-1.179,0.423,-0.927,-211.609,230.835,-156.006
