Motion detected, recording started...
aX, aY, aZ, gX, gY, gZ
Recording complete. Printing data...
aX,aY,aZ,gX,gY,gZ
-0.402,1.243,-0.426,-19.043,100.525,27.649
-0.401,1.261,-0.384,-28.809,89.294,19.287
-0.448,1.256,-0.422,-28.931,91.309,12.451
-0.453,1.202,-0.523,-38.208,90.149,4.944
-0.452,1.144,-0.469,-81.726,70.984,-3.662
-0.459,1.110,-0.376,-80.200,76.477,-6.531
-0.481,1.110,-0.487,-68.726,83.618,-10.803
-0.491,1.118,-0.528,-56.885,81.421,-16.663
-0.494,1.114,-0.507,-46.509,67.078,-30.396
-0.509,1.076,-0.544,-41.931,68.359,-36.743
-0.512,1.053,-0.642,-38.879,70.923,-42.725
-0.515,1.026,-0.693,-37.415,61.218,-52.429
-0.518,1.003,-0.703,-29.724,55.176,-55.786
-0.525,0.954,-0.711,-20.691,49.988,-58.960
-0.516,0.930,-0.698,-15.991,43.579,-61.279
-0.518,0.934,-0.663,-20.081,28.687,-61.951
-0.459,0.999,-0.616,-19.714,21.851,-66.772
-0.443,0.932,-0.572,-11.414,15.503,-74.829
-0.439,0.914,-0.550,0.916,13.550,-75.317
-0.437,0.950,-0.562,3.174,16.846,-77.087
-0.434,0.889,-0.666,6.592,17.639,-81.726
-0.424,0.854,-0.693,6.897,12.268,-84.167
-0.410,0.841,-0.675,-0.305,-7.690,-81.787
-0.369,0.852,-0.589,-2.258,-14.221,-80.261
-0.348,0.842,-0.565,-0.488,-16.479,-79.834
-0.333,0.822,-0.570,11.963,-14.465,-80.994
-0.321,0.780,-0.594,15.137,-15.503,-81.177
-0.301,0.731,-0.606,11.475,-18.921,-78.003
-0.293,0.793,-0.599,5.249,-22.766,-72.266
-0.286,0.854,-0.596,-3.052,-30.457,-69.946
-0.276,0.854,-0.597,-4.822,-34.790,-72.571
-0.264,0.826,-0.593,-5.127,-39.246,-74.036
-0.247,0.800,-0.583,-8.118,-47.485,-72.449
-0.231,0.784,-0.577,-12.085,-50.720,-69.641
-0.211,0.806,-0.572,-16.174,-53.650,-66.772
-0.199,0.823,-0.570,-17.578,-56.335,-65.247
-0.183,0.823,-0.576,-17.883,-63.110,-64.941
-0.131,0.768,-0.576,-28.809,-70.068,-63.599
-0.098,0.738,-0.537,-43.945,-79.041,-60.608
-0.066,0.721,-0.486,-48.340,-87.646,-52.917
-0.038,0.703,-0.460,-38.269,-85.632,-49.927
0.001,0.650,-0.464,-30.273,-84.106,-46.265
0.021,0.638,-0.460,-25.696,-84.290,-41.992
0.043,0.618,-0.460,-20.813,-84.595,-34.485
0.073,0.573,-0.454,-20.813,-84.534,-29.785
0.084,0.565,-0.423,-22.095,-85.083,-24.475
0.099,0.569,-0.387,-20.020,-85.876,-13.916
0.116,0.579,-0.364,-15.442,-85.632,-10.193
0.141,0.552,-0.343,-10.681,-85.693,-7.812
0.140,0.506,-0.339,-7.629,-85.388,-5.493
0.142,0.464,-0.357,-5.432,-82.886,5.859
0.159,0.454,-0.377,-7.019,-83.557,14.771
0.173,0.493,-0.333,-9.155,-85.632,23.682
0.190,0.545,-0.265,-7.446,-86.060,34.973
0.203,0.591,-0.200,-5.188,-82.703,36.926
0.209,0.650,-0.148,-0.061,-77.393,37.170
0.202,0.633,-0.176,7.996,-71.106,36.011
0.194,0.595,-0.225,16.724,-63.599,36.865
0.187,0.576,-0.250,17.029,-64.575,40.833
0.189,0.582,-0.215,16.235,-66.223,45.105
0.193,0.573,-0.170,14.709,-66.467,52.246
0.196,0.559,-0.117,13.672,-64.880,56.458
0.204,0.557,-0.023,12.207,-61.890,61.218
0.202,0.566,0.006,8.789,-57.556,66.528
0.198,0.600,0.026,6.042,-47.058,77.942
0.194,0.709,0.083,10.376,-41.260,81.238
0.179,0.751,0.077,15.991,-33.264,82.581
0.156,0.771,0.028,32.837,-14.893,82.336
0.127,0.763,-0.031,38.391,-10.681,83.069
0.064,0.751,-0.055,38.635,-10.010,86.365
0.037,0.783,-0.049,35.950,-9.644,91.736
0.015,0.830,-0.044,26.917,-9.399,101.379
-0.003,0.926,0.051,20.447,-10.742,103.943
0.002,0.972,0.127,15.076,-10.620,104.980
0.010,1.012,0.194,5.676,-1.892,101.440
0.012,1.039,0.247,0.977,6.165,97.595
-0.029,1.025,0.235,-1.831,16.479,93.750
-0.065,1.012,0.176,-1.038,26.550,91.492
-0.094,1.024,0.136,5.127,37.415,91.675
-0.108,1.111,0.132,8.057,40.283,91.431
-0.108,1.139,0.164,8.362,42.725,89.355
-0.124,1.133,0.207,-0.977,52.551,82.275
-0.159,1.125,0.214,-2.502,62.073,80.688
-0.228,1.171,0.114,-2.991,70.313,79.773
-0.255,1.200,0.068,-9.338,74.585,77.759
-0.287,1.222,0.027,-28.748,80.017,69.763
-0.350,1.282,-0.119,-30.334,84.045,65.063
-0.356,1.308,-0.167,-28.992,84.778,59.753
-0.347,1.305,-0.151,-31.311,76.172,46.204
-0.334,1.267,-0.084,-41.016,74.341,39.856
-0.374,1.208,0.031,-51.636,78.918,36.011
-0.418,1.251,-0.017,-54.138,89.783,34.058
-0.456,1.319,-0.119,-41.138,109.497,26.367
-0.485,1.394,-0.296,-37.598,111.938,18.799
-0.508,1.361,-0.393,-46.631,110.474,9.766
-0.540,1.319,-0.439,-113.098,98.450,-4.211
-0.580,1.324,-0.461,-110.474,104.553,-10.010
-0.628,1.437,-0.840,-82.825,110.901,-18.311
-0.625,1.452,-0.953,-60.181,101.685,-30.151
-0.611,1.411,-0.902,-70.068,58.228,-55.176
-0.599,1.289,-0.757,-80.200,48.584,-62.988
-0.600,1.271,-0.789,-80.811,47.119,-67.932
-0.590,1.262,-0.835,-69.458,36.926,-80.505
-0.576,1.246,-0.832,-62.195,27.283,-88.501
-0.538,1.202,-0.754,-52.612,20.264,-96.436
-0.515,1.157,-0.724,-43.762,16.113,-104.370
-0.495,1.096,-0.689,-29.846,13.000,-118.286
-0.469,0.920,-0.734,-21.606,12.451,-123.962
-0.454,0.803,-0.749,-15.564,7.202,-127.502
-0.435,0.702,-0.722,-11.902,-7.080,-123.474
-0.407,0.674,-0.712,-9.155,-11.108,-120.300
-0.323,0.584,-0.646,-2.747,-14.954,-117.859
-0.295,0.595,-0.621,2.808,-17.151,-109.863
-0.270,0.685,-0.605,-7.263,-19.043,-93.079
-0.256,0.732,-0.627,-11.658,-18.799,-93.384
-0.261,0.687,-0.694,-11.719,-18.982,-95.825
-0.263,0.621,-0.767,-10.193,-26.794,-97.595
-0.255,0.545,-0.823,-12.207,-34.973,-93.201
-0.212,0.474,-0.839,-16.235,-45.227,-85.083
-0.186,0.466,-0.812,-21.729,-55.481,-75.989
-0.164,0.440,-0.791,-29.236,-69.031,-59.082
-0.130,0.412,-0.769,-32.776,-74.585,-49.011
-0.110,0.432,-0.730,-37.781,-82.092,-38.696
-0.088,0.456,-0.649,-41.443,-97.351,-22.644
-0.067,0.476,-0.571,-37.781,-98.694,-17.151
-0.032,0.488,-0.529,-33.936,-97.290,-12.573
-0.025,0.484,-0.546,-32.593,-95.886,-7.935
-0.016,0.483,-0.570,-31.250,-97.595,2.991
0.016,0.505,-0.517,-32.227,-102.356,9.460
0.040,0.537,-0.436,-33.569,-106.873,15.503
0.064,0.566,-0.354,-33.203,-104.614,22.339
0.080,0.582,-0.301,-26.794,-98.206,24.048
0.106,0.578,-0.318,-15.686,-91.675,25.330
0.117,0.569,-0.330,-3.662,-87.524,26.978
0.122,0.567,-0.321,12.878,-82.520,32.654
0.118,0.565,-0.280,19.470,-79.346,35.889
0.116,0.581,-0.267,24.658,-76.294,39.856
0.116,0.612,-0.252,29.175,-72.571,48.401
0.120,0.644,-0.223,28.687,-71.045,51.941
0.138,0.688,-0.141,26.978,-68.604,54.993
0.145,0.701,-0.104,26.062,-65.308,57.556
0.147,0.697,-0.072,31.677,-57.739,60.486
0.147,0.653,-0.008,33.264,-54.382,62.561
0.151,0.651,0.028,32.227,-50.964,66.345
0.152,0.661,0.062,28.320,-41.870,75.500
0.148,0.679,0.085,25.696,-35.889,80.017
0.120,0.740,0.081,23.499,-29.602,84.045
0.106,0.779,0.054,23.315,-23.254,86.914
0.097,0.818,0.030,22.644,-12.939,88.379
0.085,0.912,0.061,22.766,-8.179,87.585
0.076,0.937,0.063,26.489,-1.404,85.205
0.063,0.938,0.041,34.119,11.353,79.163
0.046,0.922,0.020,31.494,14.099,77.942
0.004,0.876,0.007,23.254,15.625,78.308
-0.019,0.861,-0.004,12.451,17.456,80.017
-0.036,0.863,-0.028,1.404,23.376,85.022
-0.046,0.930,-0.029,2.808,25.940,86.853
-0.048,0.965,-0.011,7.324,29.175,87.280
-0.050,0.978,0.008,19.043,36.804,84.229
-0.061,0.966,0.041,16.663,39.612,82.886
-0.113,0.942,0.100,7.568,43.579,83.374
-0.146,0.975,0.093,-2.197,49.377,85.449
-0.182,1.032,0.084,-11.841,61.523,87.280
-0.243,1.166,0.056,-11.292,67.505,85.510
-0.249,1.226,0.048,-9.949,71.838,81.787
-0.248,1.271,0.078,-21.606,74.402,69.824
-0.295,1.297,0.136,-30.579,79.407,62.439
-0.342,1.274,0.077,-36.011,88.806,55.298
-0.386,1.271,-0.029,-39.246,98.267,50.232
-0.414,1.292,-0.130,-45.898,101.501,42.542
-0.418,1.320,-0.141,-49.927,96.313,36.560
-0.426,1.312,-0.061,-56.335,92.285,29.358
-0.453,1.293,-0.004,-70.313,102.539,15.381
-0.544,1.252,-0.145,-68.787,114.502,9.644
-0.579,1.233,-0.315,-69.519,121.582,4.456
-0.598,1.233,-0.366,-110.596,108.459,-4.395
-0.615,1.257,-0.357,-115.417,108.276,-11.108
-0.667,1.307,-0.529,-104.980,111.755,-20.752
-0.690,1.283,-0.650,-86.975,111.877,-32.715
-0.708,1.228,-0.751,-63.538,101.074,-51.392
-0.738,1.179,-0.934,-65.735,93.811,-54.687
-0.743,1.191,-0.993,-70.801,84.290,-57.312
-0.738,1.195,-1.012,-66.895,59.875,-67.627
-0.728,1.201,-1.001,-60.486,48.706,-74.524
-0.701,1.176,-0.978,-52.795,39.856,-82.703
-0.688,1.125,-0.993,-42.969,32.593,-91.370
-0.681,1.065,-0.987,-32.898,9.705,-104.919
-0.610,0.954,-0.847,-30.396,-2.869,-112.610
-0.584,0.808,-0.766,-18.982,-9.827,-119.934
-0.559,0.767,-0.753,0.488,-12.878,-110.168
-0.532,0.823,-0.740,0.732,-16.235,-106.812
-0.499,0.826,-0.698,2.991,-18.188,-108.276
-0.482,0.800,-0.712,5.493,-19.165,-110.107
-0.464,0.775,-0.726,5.371,-25.696,-110.229
-0.430,0.705,-0.716,2.258,-31.250,-109.680
-0.408,0.651,-0.683,-4.150,-37.781,-108.093
-0.390,0.632,-0.633,-26.550,-48.950,-96.924
-0.376,0.663,-0.591,-35.156,-50.354,-90.820
-0.372,0.760,-0.629,-38.391,-50.354,-86.975
-0.372,0.759,-0.687,-37.537,-51.758,-85.327
-0.354,0.732,-0.740,-44.373,-67.078,-81.421
-0.286,0.685,-0.645,-56.641,-78.552,-77.942
-0.252,0.665,-0.589,-67.322,-85.327,-74.768
-0.223,0.651,-0.578,-72.632,-87.891,-70.801
-0.191,0.620,-0.584,-69.946,-89.661,-70.129
-0.128,0.513,-0.584,-66.223,-91.614,-68.359
-0.102,0.457,-0.597,-60.303,-92.590,-64.941
-0.072,0.403,-0.610,-51.514,-96.924,-52.673
-0.013,0.332,-0.562,-53.833,-101.135,-43.579
0.020,0.313,-0.530,-55.237,-103.394,-34.851
0.051,0.273,-0.526,-47.058,-102.478,-19.958
0.071,0.244,-0.536,-40.588,-102.844,-10.986
0.098,0.258,-0.573,-30.396,-103.149,-2.808
0.117,0.252,-0.583,-17.944,-104.431,3.479
0.137,0.248,-0.548,-1.221,-111.023,16.724
0.181,0.282,-0.450,2.808,-111.755,23.376
0.207,0.303,-0.400,5.188,-111.572,29.114
0.230,0.329,-0.324,1.160,-109.741,39.307
0.248,0.363,-0.259,1.282,-103.821,43.030
0.251,0.361,-0.245,4.150,-96.802,45.471
0.234,0.317,-0.246,4.700,-91.553,48.584
0.218,0.296,-0.261,2.563,-82.947,64.209
0.213,0.374,-0.260,2.319,-81.238,74.097
0.214,0.450,-0.225,3.357,-80.200,82.397
0.214,0.520,-0.187,11.047,-74.585,90.149
0.217,0.570,-0.154,14.282,-70.618,90.637
0.224,0.582,-0.098,16.663,-66.772,90.576
0.223,0.572,-0.063,19.653,-63.049,91.675
0.218,0.578,-0.023,20.752,-53.833,99.670
0.190,0.667,0.034,17.090,-46.997,104.736
0.168,0.726,0.031,14.343,-38.696,108.337
0.144,0.760,0.018,14.587,-23.071,107.910
0.118,0.757,-0.004,17.456,-16.357,106.750
0.064,0.744,-0.053,19.714,-10.925,107.971
0.039,0.780,-0.062,20.386,-6.897,111.450
0.018,0.833,-0.062,21.423,-1.099,118.469
-0.017,0.937,-0.042,22.583,1.526,120.239
-0.031,0.985,-0.026,23.071,4.089,120.728
-0.051,1.034,0.013,14.771,9.033,118.530
-0.081,1.080,0.057,9.766,14.038,115.417
-0.139,1.097,0.082,7.690,19.653,110.901
-0.163,1.066,0.078,7.324,24.353,106.628
-0.174,1.041,0.079,6.958,31.250,103.577
-0.177,1.081,0.127,1.526,33.936,104.553
-0.183,1.139,0.190,-9.155,37.048,105.408
-0.198,1.188,0.243,-24.109,51.392,99.243
