aX,aY,aZ,gX,gY,gZ
-0.332,0.717,0.346,69.336,-156.006,-330.627
-0.437,0.404,0.360,63.904,-167.969,-366.150
-0.546,0.141,0.379,59.265,-193.604,-395.447
-0.714,-0.323,0.463,68.359,-204.712,-396.057
-0.794,-0.663,0.639,78.308,-216.309,-390.076
-0.862,-0.909,0.961,87.097,-225.159,-372.620
-0.918,-1.079,1.247,72.144,-203.857,-316.895
-1.005,-1.416,1.696,47.119,-177.979,-285.645
-1.023,-1.385,1.737,29.114,-141.724,-250.549
-1.031,-1.292,1.627,6.714,-61.829,-190.796
-1.026,-1.260,1.463,-2.930,-30.518,-168.579
-0.950,-1.242,0.952,-5.737,-7.263,-145.569
-0.893,-1.195,0.709,-2.014,6.409,-99.976
-0.834,-1.267,0.542,-8.301,-0.793,-78.064
-0.741,-1.827,0.510,-18.311,-12.695,-48.035
-0.722,-2.096,0.566,-29.907,-24.231,-5.127
-0.742,-2.347,0.646,-67.383,-40.039,114.563
-0.948,-2.669,0.934,-90.820,-39.185,188.232
-1.104,-2.676,0.945,-115.540,-26.917,265.625
-1.285,-2.616,0.845,-161.011,10.254,417.847
-1.495,-2.249,0.618,-162.354,20.935,489.380
-1.693,-0.093,0.289,-139.954,17.700,536.499
-1.510,0.937,0.488,-104.675,7.996,536.011
-0.244,3.958,1.204,13.550,34.607,29.480
-0.064,3.982,-0.367,-98.694,35.889,-234.558
-0.082,3.295,-1.047,-145.081,-69.092,-356.262
-0.608,-0.375,-0.095,-153.931,-163.391,-421.631
-0.790,-2.803,0.573,-126.343,-218.079,-399.658
-0.893,-4.000,1.436,-8.728,-218.201,-92.651
-1.008,-2.476,2.599,20.203,-157.898,57.800
-0.908,-1.242,2.257,-0.916,-75.195,125.122
-0.676,-0.725,1.519,-87.036,28.137,84.167
-0.406,-0.758,0.870,-83.069,22.522,72.815
-0.110,-0.574,0.491,-42.236,-2.136,90.088
-0.090,-0.212,0.477,12.939,-29.297,117.432
-0.146,0.201,0.543,75.195,-79.285,145.386
-0.389,1.149,1.111,74.585,-90.637,135.193
-0.435,1.310,1.191,62.195,-84.045,102.783
-0.435,1.307,1.069,35.889,-61.707,12.268
-0.428,1.225,0.893,29.663,-63.354,-28.320
-0.491,0.626,0.977,21.545,-71.899,-56.946
-0.562,0.293,1.278,12.573,-77.515,-67.261
-0.615,0.068,1.515,18.921,-50.049,-41.138
-0.651,0.094,1.539,34.851,-24.048,-18.311
-0.692,0.300,1.569,54.749,0.244,0.427
-0.765,0.506,1.733,88.379,51.025,3.967
-0.844,0.662,1.885,93.567,87.646,-11.414
-0.937,0.813,1.753,91.736,126.099,-34.912
-0.925,0.763,1.536,87.280,158.142,-63.110
-0.884,0.592,1.369,79.102,186.645,-114.197
-0.846,0.182,1.623,78.003,194.214,-124.939
-0.826,0.128,1.722,86.060,214.294,-124.451
-0.730,0.082,1.502,93.567,276.550,-118.896
-0.567,0.033,1.062,68.787,283.081,-116.943
-0.248,-0.095,0.537,28.809,265.137,-115.601
-0.146,-0.248,0.508,-6.958,237.793,-112.366
-0.046,-0.375,0.387,-18.005,200.684,-84.045
0.160,-0.311,-0.020,-3.357,181.274,-60.974
0.237,-0.158,-0.098,14.404,154.480,-40.527
0.296,-0.073,-0.089,30.396,92.529,-27.405
0.314,-0.106,0.039,27.405,63.904,-28.259
0.280,-0.303,0.419,27.039,44.556,-26.489
0.265,-0.422,0.533,26.062,33.875,-21.301
0.235,-0.465,0.682,5.127,24.231,-2.747
0.145,-0.337,0.982,-10.315,27.832,6.531
0.103,-0.183,1.082,-22.339,37.048,13.489
0.072,-0.119,1.163,-51.758,62.317,10.559
0.050,-0.156,1.256,-66.406,76.538,10.071
0.037,0.075,1.132,-74.341,92.896,12.085
0.056,0.347,0.854,-73.792,103.882,8.484
0.087,0.660,0.621,-74.524,89.478,-31.189
0.180,1.274,-0.042,-84.900,69.641,-72.266
0.239,1.297,-0.449,-104.126,38.025,-127.930
0.251,0.896,-0.584,-132.935,-65.735,-224.487
0.216,0.432,-0.481,-90.820,-114.746,-232.544
0.069,0.647,-0.564,-13.550,-154.724,-229.187
-0.059,0.885,-0.632,55.176,-195.679,-239.258
-0.255,0.915,-0.455,74.524,-287.537,-304.443
-0.709,0.356,0.441,45.471,-319.397,-335.449
-0.825,-0.129,0.894,21.912,-331.848,-352.112
-0.831,-0.684,1.249,9.033,-305.664,-323.486
-0.763,-1.097,1.533,8.179,-277.466,-277.100
-0.643,-0.948,1.737,3.479,-243.347,-224.792
-0.659,-0.659,1.643,-17.334,-209.290,-182.129
-0.694,-0.403,1.578,-10.681,-157.654,-142.151
-0.736,-0.106,1.294,5.188,-134.949,-138.550
-0.744,-0.074,1.096,3.235,-120.789,-141.296
-0.750,-0.149,0.948,-17.456,-121.094,-153.687
-0.751,-0.337,0.870,-19.409,-127.563,-152.710
-0.755,-0.910,0.959,-19.470,-132.080,-141.113
-0.764,-1.293,1.128,-26.550,-131.531,-117.798
-0.776,-1.705,1.355,-49.561,-109.009,-28.076
-0.873,-2.368,1.774,-59.509,-84.229,41.199
-0.996,-2.515,1.912,-71.716,-49.927,123.108
-1.163,-2.515,1.875,-111.023,43.823,300.781
-1.364,-2.398,1.695,-128.479,88.806,384.033
-1.786,-1.542,1.100,-122.864,127.991,459.778
-1.924,-0.508,0.707,-86.060,157.776,524.048
-0.539,-0.410,2.134,-405.334,42.480,164.551
-0.615,0.156,1.830,-349.915,100.403,185.608
-0.633,0.551,1.193,-244.202,190.674,166.565
-0.610,1.330,0.070,-224.304,184.753,150.879
-0.617,2.455,-0.167,-243.347,154.175,137.634
-0.559,3.409,-0.390,-254.639,123.596,3.906
-0.397,3.396,-1.102,-175.354,123.047,-90.027
0.091,1.757,-3.284,-83.191,70.923,-140.869
0.175,0.988,-3.236,-17.639,-51.025,-142.944
0.030,0.221,-2.214,48.462,-313.171,-76.904
-0.559,-1.390,1.917,60.974,-363.525,-16.907
-0.747,-1.285,3.521,76.111,-324.890,60.425
-0.817,-0.625,3.844,116.577,-88.318,136.230
-0.790,0.096,3.157,108.276,-1.221,107.361
-0.472,0.220,1.409,86.853,33.203,62.866
-0.317,0.103,0.994,67.871,34.546,38.818
-0.239,0.249,0.780,40.710,22.034,64.331
-0.226,0.783,0.517,35.583,20.996,79.102
-0.236,0.878,0.352,31.128,19.836,83.618
-0.264,0.963,0.229,-2.502,-2.930,78.186
-0.324,1.152,0.177,-31.555,-22.217,68.176
-0.488,1.496,0.197,-63.843,-42.053,50.110
-0.583,1.635,0.200,-93.750,-60.303,28.625
-0.710,1.866,0.243,-138.489,-92.712,-20.020
-1.008,2.447,0.680,-158.752,-103.455,-57.007
-1.066,2.344,1.030,-168.152,-101.807,-105.957
-1.044,2.066,1.280,-149.597,-44.189,-186.096
-0.990,1.917,1.297,-134.949,0.305,-208.618
-0.824,1.665,0.542,-126.526,36.682,-229.492
-0.700,1.472,0.081,-137.817,49.194,-248.901
-0.559,1.151,-0.078,-212.830,7.874,-275.818
-0.243,0.200,0.349,-229.675,-11.353,-270.752
-0.092,-0.107,0.575,-209.717,-12.268,-245.483
0.017,-0.184,0.637,-106.934,27.710,-160.339
0.088,-0.131,0.568,-58.411,49.133,-119.690
0.123,0.136,0.445,-25.452,65.308,-83.618
0.076,0.465,0.241,-9.705,76.721,-53.650
-0.006,0.901,-0.010,-2.197,66.528,-41.199
-0.025,1.055,-0.234,3.235,44.617,-61.829
0.034,0.814,-0.036,-4.089,16.052,-81.299
0.053,0.683,0.276,-44.800,-10.864,-86.243
0.031,0.701,0.402,-42.114,3.967,-82.947
0.011,0.944,-0.032,-18.127,18.738,-83.618
0.041,0.920,-0.131,11.719,19.653,-89.294
0.110,0.776,-0.116,59.998,7.019,-96.313
0.228,0.511,-0.059,77.942,3.296,-88.013
0.218,0.643,0.011,87.585,-0.610,-73.181
0.193,0.802,0.092,89.661,-7.263,-61.157
0.168,0.899,0.200,88.196,-8.118,-64.758
0.154,0.972,0.125,84.656,-6.409,-72.510
0.187,0.894,-0.002,72.205,-10.071,-82.947
0.224,0.804,-0.029,10.986,-42.603,-95.886
0.253,0.584,0.210,-21.851,-59.692,-94.482
0.263,0.499,0.320,-41.931,-70.007,-86.792
0.284,0.411,0.362,-37.720,-71.777,-61.462
0.307,0.307,0.402,-23.621,-68.481,-45.105
0.334,0.094,0.333,-5.676,-64.148,-26.428
0.318,0.062,0.067,12.390,-63.904,-5.371
0.278,0.147,-0.299,21.851,-109.863,31.128
0.193,0.257,-1.024,-4.944,-161.560,35.522
0.137,0.118,-1.067,-52.246,-230.408,36.926
0.039,0.003,-0.786,-111.145,-353.943,71.899
-0.098,-0.060,-0.368,-91.248,-378.113,105.286
-0.359,0.033,0.600,-54.504,-377.319,144.653
-0.436,0.353,0.926,-15.320,-353.577,182.251
-0.487,0.757,0.928,43.823,-273.621,210.815
-0.566,1.363,0.706,44.312,-248.352,197.021
-0.576,1.429,0.852,29.114,-234.680,170.959
-0.563,1.386,1.213,-9.949,-193.848,120.850
-0.543,1.400,1.587,-14.771,-146.667,104.065
-0.508,1.513,1.428,-8.179,-88.013,85.205
-0.492,1.501,0.964,-0.977,-36.621,63.477
-0.478,1.444,0.484,0.000,1.831,22.888
-0.464,1.343,-0.142,-2.808,-10.376,7.996
-0.452,1.258,-0.177,-8.789,-36.987,-5.066
0.206,2.365,0.008,265.320,58.655,-63.354
0.285,2.087,-0.573,296.326,31.677,-160.461
0.147,1.003,-0.581,153.198,-101.318,-316.406
-0.598,-1.465,0.468,70.984,-159.424,-315.369
-0.922,-2.409,1.260,50.232,-193.298,-266.113
-1.112,-2.595,2.266,116.760,-153.625,-81.482
-1.173,-1.889,3.048,83.069,-62.378,-28.198
-0.997,-0.858,2.719,-19.836,41.504,-35.339
-0.838,-1.168,2.071,-125.854,122.253,-62.195
-0.653,-1.378,1.427,-137.268,178.833,-22.034
-0.336,-0.633,1.002,-64.392,166.199,24.658
-0.255,-0.159,1.100,-6.775,149.475,51.636
-0.205,0.006,1.177,-22.644,140.808,32.227
-0.178,-0.087,1.221,-62.683,147.095,16.235
-0.135,-0.299,1.146,-96.619,158.081,9.766
-0.100,-0.275,1.065,-117.615,169.373,11.353
-0.059,-0.151,0.989,-126.770,184.143,20.386
0.026,0.123,0.865,-123.108,186.279,18.738
0.065,0.184,0.812,-115.906,185.608,13.000
0.114,0.210,0.683,-89.600,177.673,-1.282
0.162,0.211,0.532,-70.007,164.062,-8.911
0.207,0.159,0.489,-48.157,146.301,-16.113
0.208,0.118,0.545,-28.198,130.371,-22.217
0.201,0.094,0.642,-1.526,106.567,-32.349
0.193,0.050,0.812,-2.686,100.647,-39.490
0.212,-0.088,0.778,-13.672,98.267,-48.340
0.249,-0.287,0.692,-28.259,91.736,-52.246
0.292,-0.436,0.633,-23.437,85.144,-41.565
0.368,-0.296,0.602,-16.174,78.735,-28.198
0.409,-0.177,0.569,-13.062,72.815,-20.081
0.442,-0.134,0.509,-16.235,58.105,-21.667
0.472,-0.164,0.402,-12.146,47.668,-24.414
0.466,-0.161,0.403,-4.883,35.400,-26.306
0.446,-0.188,0.488,-2.197,11.963,-30.762
0.418,-0.233,0.607,-4.883,6.714,-31.189
0.389,-0.238,0.701,-6.165,5.066,-29.602
0.383,-0.193,0.696,-5.310,4.028,-27.100
0.369,-0.080,0.711,1.099,1.831,-22.949
0.340,0.230,0.731,-2.625,2.380,-27.161
0.330,0.369,0.710,-16.174,2.869,-37.842
0.319,0.517,0.680,-48.340,0.305,-77.271
0.312,0.718,0.610,-53.528,-2.808,-105.713
0.276,1.217,0.203,-51.758,-12.451,-142.822
0.214,1.360,0.042,-42.358,-33.386,-189.331
0.122,1.326,-0.081,-2.563,-96.008,-294.617
-0.104,0.683,-0.090,17.395,-132.019,-336.548
-0.204,0.252,0.041,36.133,-165.588,-361.755
-0.276,-0.131,0.239,65.308,-209.412,-362.305
-0.329,-0.339,0.446,63.965,-216.675,-348.083
-0.427,-0.464,0.736,49.866,-218.018,-335.205
-0.484,-0.603,0.847,30.090,-216.064,-325.317
-0.540,-0.862,0.944,-6.042,-206.360,-294.373
-0.650,-1.162,1.105,-9.399,-199.280,-263.733
-0.717,-1.199,1.212,-10.986,-190.613,-229.248
-0.786,-1.164,1.375,-19.043,-162.964,-165.405
-0.843,-0.999,1.511,-20.203,-138.184,-143.616
-0.875,-0.624,1.494,-21.362,-109.192,-134.766
-0.845,-0.641,1.319,-24.719,-81.116,-136.292
-0.790,-0.792,1.060,-32.043,-46.875,-136.230
-0.663,-1.263,0.639,-35.889,-47.546,-122.986
-0.634,-1.550,0.645,-40.100,-58.350,-97.961
-0.642,-1.786,0.767,-41.321,-80.383,-9.521
-0.682,-2.012,0.937,-51.208,-81.299,47.241
-0.872,-2.651,1.344,-77.637,-71.655,112.122
-1.038,-2.988,1.421,-119.629,-48.889,187.073
-1.260,-3.204,1.306,-198.303,18.860,372.375
-1.858,-2.592,0.606,-220.276,47.241,476.196
-2.136,-1.560,0.056,-221.497,62.744,572.449
-2.206,-0.067,-0.312,-116.577,25.269,653.747
-1.981,1.358,-0.217,-62.561,-10.742,590.454
-1.101,1.832,0.799,-59.631,-32.776,474.670
-0.813,1.088,1.156,-114.563,-33.264,355.835
-0.721,0.509,1.359,-217.957,4.211,239.868
-0.720,0.533,1.409,-204.529,32.288,228.394
-0.639,0.729,1.128,-161.316,59.143,219.971
-0.542,-3.154,2.328,-82.703,40.527,134.033
-0.938,-2.656,2.608,-90.454,91.248,249.878
-1.265,-1.056,2.193,-119.202,260.376,424.988
-0.882,1.747,-0.017,-135.010,303.833,394.470
-0.250,2.712,-0.452,-81.543,277.405,312.439
0.464,3.682,-0.796,116.028,154.175,100.769
0.987,4.000,-1.455,154.724,54.077,-52.368
0.411,2.833,-1.044,164.124,-76.721,-230.103
-0.213,0.753,-0.233,178.589,-182.800,-368.164
-0.619,-0.287,0.636,239.197,-236.267,-362.488
-1.045,0.053,1.178,183.899,-199.158,-357.178
-1.198,-0.911,0.944,55.725,-163.208,-400.269
-1.232,-2.650,0.932,-168.457,-157.898,-391.846
-1.103,-4.000,1.252,-160.767,-151.062,-252.197
-0.770,-3.217,1.209,-83.557,-123.169,-75.684
-0.652,-2.156,1.060,1.648,-98.450,55.908
-0.554,-1.249,1.098,55.664,-83.557,134.521
-0.420,-0.451,1.575,46.021,-75.195,118.225
-0.372,-0.494,1.639,33.630,-54.443,95.520
-0.357,-0.470,1.677,12.146,-11.414,79.956
-0.384,-0.285,1.888,-1.404,10.742,75.134
-0.468,0.052,2.195,-14.954,42.786,64.331
-0.501,0.136,2.210,-24.902,80.933,49.866
-0.527,0.179,2.115,-39.490,159.485,16.907
-0.486,0.113,1.595,-47.668,188.660,-0.977
-0.415,0.048,1.293,-61.218,203.674,-18.250
-0.334,-0.059,1.094,-98.206,195.740,-45.959
-0.265,-0.258,1.020,-101.929,186.768,-50.049
-0.165,-0.603,0.971,-91.553,183.105,-42.175
-0.106,-0.566,0.853,-77.332,183.044,-25.452
-0.043,-0.440,0.773,-69.458,171.814,1.953
0.022,-0.151,0.913,-73.547,163.574,6.226
0.037,-0.052,1.017,-75.500,161.194,4.822
0.086,-0.024,0.944,-82.214,171.936,-9.399
0.164,-0.102,0.734,-96.252,168.091,-16.235
0.280,-0.475,0.461,-102.234,154.663,-14.954
0.304,-0.435,0.451,-87.402,138.123,-3.113
0.334,-0.249,0.402,-23.132,111.633,16.907
0.413,0.110,0.253,-0.305,95.886,13.184
0.433,0.137,0.229,9.277,77.393,0.183
0.422,-0.011,0.289,1.282,39.978,-32.776
0.382,-0.252,0.466,-4.211,29.236,-37.659
0.320,-0.501,0.725,-7.568,27.039,-32.288
0.317,-0.420,0.764,-10.925,29.175,-21.973
