aX, aY, aZ, gX, gY, gZ
-0.152,0.899,-0.686,-29.419,2.930,-71.350
-0.138,0.875,-0.683,-27.100,-0.671,-70.862
-0.122,0.866,-0.662,-25.452,-4.700,-72.266
-0.118,0.859,-0.633,-23.437,-10.376,-75.317
-0.089,0.837,-0.639,-21.423,-11.414,-81.482
-0.084,0.713,-0.679,-17.639,-13.306,-87.769
-0.079,0.712,-0.695,-18.311,-25.879,-71.289
-0.065,0.750,-0.671,-19.958,-29.846,-68.115
-0.049,0.679,-0.691,-20.142,-31.311,-67.627
-0.041,0.644,-0.706,-19.653,-34.912,-64.514
-0.021,0.641,-0.694,-19.226,-46.631,-50.903
0.018,0.714,-0.648,-17.700,-49.805,-46.204
0.031,0.705,-0.661,-14.221,-51.208,-45.654
0.042,0.675,-0.671,-7.324,-56.152,-45.410
0.055,0.637,-0.665,-5.005,-58.533,-42.297
0.089,0.578,-0.633,-4.272,-60.120,-36.682
0.111,0.598,-0.610,-5.798,-61.096,-28.931
0.125,0.627,-0.597,-8.667,-62.500,-17.090
0.129,0.626,-0.578,-6.165,-64.026,-14.771
0.126,0.615,-0.591,-1.099,-65.369,-12.878
0.132,0.633,-0.599,6.958,-69.092,-6.714
0.148,0.672,-0.569,7.874,-71.594,-4.700
0.170,0.685,-0.450,9.033,-71.899,-3.479
0.172,0.648,-0.430,11.719,-69.824,-1.709
0.169,0.591,-0.437,16.418,-66.040,6.897
0.163,0.486,-0.430,16.602,-66.589,15.747
0.168,0.477,-0.363,15.076,-68.298,26.978
0.174,0.477,-0.276,11.780,-66.956,47.668
0.183,0.497,-0.211,12.451,-63.477,56.213
0.186,0.551,-0.176,14.465,-59.570,63.232
0.177,0.583,-0.178,14.832,-55.847,69.824
0.164,0.632,-0.184,9.583,-48.340,82.214
0.154,0.713,-0.195,8.118,-45.532,86.426
0.168,0.753,-0.184,8.545,-43.762,89.416
0.187,0.800,-0.161,12.573,-38.818,89.111
0.200,0.838,-0.121,14.282,-34.424,85.754
0.205,0.840,-0.060,16.052,-28.503,82.031
0.191,0.806,-0.063,16.968,-22.217,78.735
0.170,0.768,-0.070,9.460,-13.977,77.087
0.130,0.765,-0.027,3.174,-11.597,78.979
0.117,0.768,0.011,-0.916,-8.484,81.421
0.122,0.803,0.036,-0.793,2.747,86.853
0.135,0.865,0.049,1.892,10.376,86.853
0.111,0.938,-0.015,5.493,19.287,84.717
0.070,0.927,-0.103,8.484,27.649,82.214
0.028,0.906,-0.192,3.662,34.241,81.665
-0.024,0.953,-0.233,-3.357,31.799,83.435
-0.031,1.029,-0.187,-10.376,28.381,84.229
-0.036,1.101,-0.146,-21.667,27.039,77.881
-0.043,1.138,-0.120,-26.306,28.870,72.205
-0.065,1.134,-0.090,-28.809,32.349,66.284
-0.082,1.110,-0.086,-27.893,36.987,60.608
-0.099,1.083,-0.087,-19.592,47.668,52.307
-0.149,1.039,-0.097,-17.151,53.345,50.171
-0.174,1.047,-0.122,-17.517,59.631,49.133
-0.196,1.083,-0.154,-24.963,71.289,45.776
-0.219,1.143,-0.182,-28.442,75.500,41.321
-0.264,1.238,-0.236,-30.151,79.102,34.607
-0.284,1.236,-0.298,-30.457,82.153,26.794
-0.298,1.212,-0.367,-33.325,81.543,13.245
-0.316,1.214,-0.456,-37.354,78.003,7.751
-0.326,1.241,-0.478,-41.504,73.547,1.099
-0.343,1.243,-0.494,-45.471,64.636,-16.113
-0.357,1.216,-0.514,-44.250,60.913,-24.170
-0.368,1.153,-0.554,-42.603,58.105,-30.823
