aX,aY,aZ,gX,gY,gZ
0.169,0.936,0.017,11.536,-2.014,-2.502
0.170,0.942,0.016,7.935,-0.671,-0.854
0.175,0.960,0.008,0.549,1.709,0.977
0.182,0.968,-0.003,-0.732,0.610,0.183
0.187,0.959,0.005,-1.831,-1.587,-0.183
0.185,0.957,0.024,-2.808,-2.808,0.183
0.183,0.959,0.035,-3.784,-0.305,0.916
0.185,0.961,0.023,-3.723,1.343,0.977
0.185,0.953,0.021,-4.395,1.648,1.282
0.182,0.943,0.029,-7.751,1.526,3.662
0.179,0.942,0.033,-9.094,2.747,5.310
0.189,0.988,-0.000,-9.521,3.235,6.287
0.194,1.008,0.001,-8.362,1.770,5.676
0.195,1.007,0.016,-2.747,-1.160,0.488
0.182,0.964,0.008,-0.610,-0.916,-1.831
0.179,0.948,0.005,-0.122,-1.160,-2.441
0.180,0.946,0.014,-2.808,-2.869,-0.061
0.183,0.951,0.022,-3.357,-2.502,0.916
0.193,0.955,0.013,-3.845,-1.831,1.160
0.195,0.951,0.011,-5.127,-1.465,0.977
0.195,0.945,0.013,-5.859,-1.099,0.305
0.188,0.930,0.020,-3.357,-0.671,0.488
0.183,0.922,0.025,-0.305,0.244,1.221
0.178,0.921,0.025,0.366,3.479,4.883
0.180,0.937,0.013,-0.793,4.883,6.653
0.186,0.987,-0.023,-1.099,4.272,6.409
0.181,1.008,-0.028,-1.099,1.221,3.357
0.187,0.993,-0.015,-1.953,-6.836,-8.911
0.198,0.906,0.039,-2.319,-8.484,-8.789
0.191,0.925,0.052,-3.174,-7.690,-3.296
0.183,0.954,0.041,-2.441,-2.014,0.977
0.181,0.955,0.021,-0.977,-0.793,-0.610
0.195,0.941,0.023,-1.770,-0.916,-0.549
0.204,0.954,0.028,-3.296,-0.610,0.671
0.203,0.963,0.023,-0.427,2.136,1.282
0.189,0.959,0.007,0.977,2.625,0.854
0.189,0.961,0.003,0.916,1.953,0.793
0.193,0.969,0.005,-0.610,-0.366,1.526
0.195,0.978,0.016,0.549,-0.427,0.977
0.191,0.973,0.023,2.441,0.122,-0.488
0.190,0.965,0.018,3.174,0.183,-1.709
0.189,0.965,0.015,2.258,-1.465,-1.892
0.185,0.973,0.002,8.362,-1.648,-2.014
0.188,0.995,-0.017,32.654,-0.854,-2.686
0.197,1.024,-0.011,139.343,-0.732,-10.010
0.207,1.047,0.043,174.683,-2.808,-17.212
0.238,1.110,0.262,193.726,-5.432,-25.574
0.246,1.139,0.385,216.797,-8.606,-36.072
0.239,1.117,0.506,308.228,-17.090,-64.819
0.258,0.869,0.694,338.928,-23.804,-76.294
0.295,0.801,0.756,368.347,-34.119,-78.979
0.298,0.783,0.852,471.863,-39.673,-68.970
0.282,0.765,0.929,509.033,-27.344,-66.223
0.253,0.662,0.906,545.105,-9.277,-61.035
0.259,0.589,0.790,580.261,10.376,-48.584
0.274,0.468,0.746,509.949,43.823,15.686
0.255,0.787,0.557,435.791,59.204,49.744
0.296,0.973,0.517,380.432,54.443,39.124
0.366,0.918,0.639,309.021,10.071,-54.810
0.391,0.794,0.695,304.932,-3.357,-88.074
0.334,0.268,0.641,322.205,-17.212,-104.980
0.286,-0.011,0.650,327.759,-29.846,-93.994
0.256,-0.028,0.625,244.934,-40.833,-13.062
0.278,0.215,0.731,190.918,-43.030,13.855
0.285,0.228,0.945,132.019,-41.199,22.827
0.268,0.185,1.161,25.391,-0.244,18.250
0.237,0.062,1.167,25.696,29.175,6.775
0.198,-0.040,0.768,74.768,39.307,-12.756
0.219,0.007,0.851,125.671,31.311,-35.767
0.248,-0.041,0.952,122.009,33.386,-71.899
0.274,-0.223,0.794,98.328,39.246,-68.787
0.284,-0.253,0.766,83.984,31.982,-54.626
0.317,-0.287,0.973,45.410,9.094,-23.682
0.356,-0.342,1.228,22.888,29.236,-5.798
0.333,-0.405,1.076,9.583,60.486,15.747
0.264,-0.420,0.808,18.005,77.759,39.124
0.254,-0.410,0.614,64.758,45.166,87.219
0.329,-0.248,0.636,74.646,8.850,102.051
0.370,-0.206,0.846,59.875,-24.658,110.291
0.395,-0.211,1.051,5.798,-36.438,124.817
0.372,-0.134,1.078,-11.414,-24.231,125.488
0.360,-0.195,0.897,-23.193,-18.799,115.173
0.375,-0.331,0.854,-32.654,-21.606,104.492
0.371,-0.392,0.867,-39.734,-34.790,115.967
0.339,-0.147,0.945,-40.771,-38.025,126.221
0.325,-0.047,0.938,-35.034,-36.133,122.253
0.329,-0.044,0.844,-33.752,-35.217,84.534
0.346,-0.078,0.775,-57.373,-47.485,72.266
