aX,aY,aZ,gX,gY,gZ
-0.100,0.620,0.862,113.464,-20.569,-108.704
-0.203,0.789,0.741,170.532,-12.817,-132.446
-0.222,0.781,0.637,171.387,-11.658,-157.043
-0.221,0.699,0.430,49.744,-31.555,-206.360
-0.150,0.264,0.051,-12.085,-57.068,-224.609
-0.105,-0.043,0.020,-51.514,-89.233,-231.934
-0.057,-0.325,0.160,-60.852,-149.475,-201.111
-0.013,-0.557,0.382,-30.518,-162.231,-167.908
0.018,-0.879,0.751,-9.521,-168.335,-127.014
-0.007,-0.830,0.973,-9.277,-170.288,-84.656
-0.041,-0.713,1.003,25.879,-142.639,-30.579
-0.085,-0.657,0.737,52.002,-130.981,-15.015
-0.125,-0.597,0.604,61.462,-127.869,1.831
-0.181,-0.542,0.561,26.917,-140.076,31.799
-0.233,-0.606,0.595,8.057,-146.484,46.143
-0.327,-0.867,0.789,-1.648,-150.696,67.322
-0.394,-0.915,0.849,-6.958,-150.879,93.872
-0.475,-0.929,0.831,-32.471,-144.165,151.611
-0.693,-0.796,0.970,-47.119,-143.982,183.899
-0.840,-0.322,1.330,-40.955,-142.029,217.468
-0.926,0.211,1.630,-42.664,-106.567,223.572
-0.928,0.362,1.819,-69.153,-83.130,195.129
-0.874,0.161,2.064,-85.937,-53.467,170.410
-0.900,0.045,2.018,-82.520,-16.418,152.710
-0.925,-0.086,1.900,-61.401,53.833,147.766
-0.981,-0.133,1.640,-44.678,75.195,159.973
-1.030,0.061,1.577,-19.348,88.684,174.316
-1.076,0.420,1.562,24.780,103.394,182.434
-1.076,0.784,1.611,13.733,108.521,164.124
-0.920,0.832,1.721,-15.808,117.065,135.803
-0.804,0.549,1.708,-47.363,129.150,108.398
-0.714,0.244,1.704,-66.833,156.433,90.149
-0.700,0.324,1.517,-47.668,173.279,98.938
-0.702,0.634,1.360,-32.654,186.829,104.309
-0.677,0.886,1.271,-65.308,196.533,75.867
-0.631,1.000,1.228,-93.445,202.148,49.377
-0.486,0.926,1.001,-106.262,208.557,23.071
-0.443,0.833,0.882,-100.281,210.022,-0.122
-0.427,0.900,0.722,-38.269,209.839,-26.978
-0.350,1.007,0.137,-15.686,202.759,-47.974
-0.279,1.008,-0.079,-11.902,182.251,-69.214
-0.238,1.068,-0.082,16.174,114.441,-109.070
-0.155,1.022,-0.093,30.029,84.045,-134.216
-0.024,0.720,-0.074,34.790,39.490,-161.743
-0.005,0.255,0.382,48.340,-9.949,-190.430
0.044,-0.204,0.613,69.031,-23.987,-187.378
0.079,-0.261,0.789,56.335,-18.982,-162.170
0.070,-0.318,0.938,42.786,-17.395,-146.729
0.077,-0.558,1.049,6.714,-3.418,-122.253
0.087,-0.750,1.040,-8.301,8.728,-94.788
0.079,-0.701,0.778,-13.245,15.869,-64.026
0.062,-0.533,0.714,-8.179,15.137,-38.757
0.046,-0.405,0.715,4.395,0.671,-20.081
0.052,-0.413,0.799,1.953,-8.972,-17.822
0.063,-0.441,0.895,-1.770,-17.883,-13.428
0.070,-0.425,1.005,5.127,-20.386,0.977
0.075,-0.381,1.058,4.761,-14.038,6.348
0.101,-0.316,1.089,-4.944,-8.240,9.583
0.114,-0.290,1.087,-19.409,-3.540,12.268
0.120,-0.254,1.077,-49.927,4.211,18.250
0.130,-0.127,1.005,-59.692,8.423,20.630
